street	name	name-cy	place	local-authority	polyline	end-date
39900705	FROBISHER DRIVE		74545083	ESS-UN	[[51.7871607,1.1132415],[51.7855235,1.1173197]]	
39900793	HADLEIGH ROAD		74545365	ESS-UN	[[51.834247,1.2448549],[51.8372213,1.251791]]	
39900799	HALL LANE		74547086	ESS-UN	[[51.9315385,1.2611713],[51.927271,1.2642368]]	
39900859	HEATH ROAD			ESS-UN	[[51.9286492,1.1152163],[51.9253916,1.1047349]]	
39900884	HIGH STREET		74545650	ESS-UN	[[51.8563315,1.164917],[51.8632886,1.1533625]]	
39900911	HOLLAND ROAD		74545088	ESS-UN	[[51.8028383,1.1817095],[51.7898532,1.1579379]]	
39900915	HOLLY WAY		74551098	ESS-UN	[[51.8837577,0.995871],[51.885068,0.9896214]]	
39900969	JAYWICK LANE		74545088	ESS-UN	[[51.801501,1.1178716],[51.7813281,1.1201769]]	
39901098	LODGE CLOSE		74544536	ESS-UN	[[51.9226681,1.2276525],[51.9224213,1.2271402]]	
39901111	LONG ROAD		74545940	ESS-UN	[[51.9383576,1.0550504],[51.9386122,1.0452311]]	
39901148	MAIN ROAD		74544537	ESS-UN	[[51.944855,1.288466],[51.930423,1.2432821]]	
39901207	MELBOURNE ROAD		74545088	ESS-UN	[[51.8008955,1.1473225],[51.797393,1.1447719]]	
39901267	NAYLAND DRIVE		74545088	ESS-UN	[[51.800372,1.1288768],[51.7984607,1.1260027]]	
39901295	NORMAN CLOSE		74545369	ESS-UN	[[51.7990147,1.0815209],[51.7987998,1.0790837]]	
39901405	PATHFIELDS ROAD		74545088	ESS-UN	[[51.7998799,1.1429287],[51.7980112,1.1421748]]	
39901438	PLOUGH ROAD		74546508	ESS-UN	[[51.8547673,1.0630064],[51.8386135,1.0709549]]	
39901460	POUND FARM DRIVE		74547086	ESS-UN	[[51.9368444,1.2566527],[51.9351533,1.2556862]]	
39901465	PRIMROSE ROAD		74542810	ESS-UN	[[51.8017393,1.1943692],[51.806232,1.1935409]]	
39901535	REMERCIE ROAD		74546228	ESS-UN	[[51.9418562,1.0898355],[51.9416546,1.0882645]]	
39901556	ROCHFORD WAY		74545365	ESS-UN	[[51.8495222,1.2535498],[51.843779,1.2478642]]	
39901606	SCHOOL ROAD		74551098	ESS-UN	[[51.8810844,0.9948939],[51.8674071,0.9905561]]	
39901609	SCHOOL ROAD		74545936	ESS-UN	[[51.8816585,1.11679],[51.8753549,1.1116458]]	
39901741	ST OSYTH ROAD EAST		74545648	ESS-UN	[[51.8253204,1.1417392],[51.8217702,1.1355851]]	
39901756	STANDLEY ROAD		74545367	ESS-UN	[[51.8515541,1.275917],[51.8519966,1.2726233]]	
39901972	WALTON ROAD		74545088	ESS-UN	[[51.7958599,1.1643485],[51.7944751,1.1576518]]	
39902042	WINDSOR AVENUE		74545088	ESS-UN	[[51.7935287,1.138933],[51.7914092,1.1391483]]	
39902629	ELM TREE AVENUE		74545367	ESS-UN	[[51.844469,1.2479575],[51.8489821,1.2480359]]	
39902630	HALSTEAD ROAD		74545366	ESS-UN	[[51.8420174,1.2197137],[51.8494619,1.2240791]]	
4000047	BRANDON ROAD		74549481	NFK-UB	[[52.642039,0.6904649],[52.623449,0.6906999]]	
4000094	COMMON END		74549124	NFK-UB	[[52.7584522,0.7412346],[52.7457522,0.7498913]]	
4000107	DENNYS WALK		74548754	NFK-UB	[[52.6831146,0.5814017],[52.6838552,0.5870236]]	
4000109	DEREHAM ROAD		74550201	NFK-UB	[[52.7085402,0.8233567],[52.6951958,0.8308582]]	
4000129	ELMHAM ROAD		74549829	NFK-UB	[[52.7169553,0.9206618],[52.72442,0.9348315]]	
4000207	LITCHAM ROAD		74548746	NFK-UB	[[52.6929595,0.7688521],[52.7048777,0.7753079]]	
4000306	POUND LANE		74550562	NFK-UB	[[52.7273636,0.7860458],[52.7235955,0.7894936]]	
4000341	SCHOOL ROAD		74548761	NFK-UB	[[52.7972892,0.8251996],[52.7997952,0.8452584]]	
4000342	SCHOOL ROAD		74548740	NFK-UB	[[52.6527147,0.7745841],[52.6524811,0.7822435]]	
4000401	THE STREET		74548382	NFK-UB	[[52.7376467,0.8332826],[52.7420718,0.8505056]]	
4000403	THE STREET		74549482	NFK-UB	[[52.6775024,0.7295059],[52.6538755,0.7362854]]	
4000431	WHITE CROSS ROAD		74549481	NFK-UB	[[52.6443226,0.6896971],[52.6459566,0.6945579]]	
4000470	BESTHORPE ROAD		74545143	NFK-UB	[[52.5180228,1.0195126],[52.51999,1.0329603]]	
4000490	BRANDON ROAD		74549477	NFK-UB	[[52.5699347,0.803329],[52.5711576,0.8139452]]	
4000521	CHAPEL ROAD		74545143	NFK-UB	[[52.5187884,1.0053387],[52.5150802,1.0111147]]	
4000543	CHURCH STREET		74549111	NFK-UB	[[52.5843511,0.8763852],[52.5813124,0.8759796]]	
400059	LINKS AVENUE		74557714	NBL	[[55.3314332,-1.5752039],[55.3331664,-1.5697786]]	
4000652	HINGHAM ROAD		74545416	NFK-UB	[[52.563219,0.9741985],[52.5366264,0.9738456]]	
4000708	MERTON ROAD		74549477	NFK-UB	[[52.5635611,0.8221505],[52.5699668,0.828067]]	
4000736	NORWICH ROAD		74545143	NFK-UB	[[52.5181062,1.0194151],[52.5298218,1.0377816]]	
4000769	POUND HILL		74549480	NFK-UB	[[52.5825841,0.8023353],[52.5871485,0.8036453]]	
4000805	ST LEONARDS STREET		74542711	NFK-UB	[[52.5101492,0.6524463],[52.5126196,0.6573705]]	
4000816	SCHOOL ROAD		74550565	NFK-UB	[[52.7620325,0.8789075],[52.7562084,0.8869128]]	
4000819	SCHOOL ROAD		74580032	NFK-UB	[[52.5329606,0.8348455],[52.5337842,0.8308726]]	
4000872	THE STREET		74580028	NFK-UB	[[52.5470638,0.877604],[52.5408828,0.8869489]]	
4000877	THE STREET		74579908	NFK-UB	[[52.5303245,0.9290488],[52.5372236,0.9355255]]	
4000908	WATTON ROAD		74549828	NFK-UB	[[52.6047631,0.7850666],[52.58859,0.7917333]]	
4000924	WEST ROAD		74549477	NFK-UB	[[52.5700696,0.8199857],[52.5676181,0.8221012]]	
400100	LINDISFARNE ROAD		74557744	NBL	[[55.4073867,-1.7024688],[55.4055869,-1.7013926]]	
4001076	CROWN ROAD		74569494	NFK-UB	[[52.6828624,0.9511783],[52.6795562,0.950689]]	
4001089	DEREHAM ROAD		74571560	NFK-UB	[[52.6311017,0.9755064],[52.6169766,1.0060042]]	
4001093	DEREHAM ROAD		74548380	NFK-UB	[[52.6739685,0.8624765],[52.6823797,0.93441]]	
4001150	FOXLEY ROAD		74571870	NFK-UB	[[52.7504382,1.0185529],[52.7461783,1.0269131]]	
4001161	GILPINS RIDE		74569494	NFK-UB	[[52.6752899,0.9399857],[52.6738277,0.9372984]]	
4001227	HOLT ROAD		74550563	NFK-UB	[[52.7548697,0.9442592],[52.7468515,0.9383243]]	
40012557	EAST STREET		74567982	HAM-UN	[[51.2097872,-1.4770248],[51.2075535,-1.4770188]]	
40012648	ASHFIELD ROAD		74567982	HAM-UN	[[51.2097546,-1.5034354],[51.2105347,-1.5071637]]	
40012653	HARROW WAY		74567982	HAM-UN	[[51.2161726,-1.4965368],[51.2159276,-1.5065907]]	
40012723	BARLOWS LANE		74567982	HAM-UN	[[51.2022755,-1.4832048],[51.1954616,-1.4898642]]	
40012734	KING ARTHURS WAY		74567982	HAM-UN	[[51.2266722,-1.4793513],[51.2221173,-1.478257]]	
40012783	BATCHELORS BARN ROAD		74567982	HAM-UN	[[51.2120713,-1.4698523],[51.209208,-1.467022]]	
4001280	MANNS LANE		74571569	NFK-UB	[[52.7159938,0.9773597],[52.7102297,0.9827126]]	
40012802	LONDON ROAD		74567982	HAM-UN	[[51.2111491,-1.4550312],[51.2106403,-1.4558532]]	
40012805	LOVE LANE		74567982	HAM-UN	[[51.2036342,-1.4773209],[51.2050998,-1.4732676]]	
40012834	GREATBRIDGE ROAD		74568287	HAM-UN	[[51.0073566,-1.5012383],[50.9927028,-1.5000421]]	
40012837	WINCHESTER ROAD		74568287	HAM-UN	[[50.9891095,-1.4925581],[50.9911569,-1.4857395]]	
40012847	CHURCH STREET		74564890	HAM-UN	[[51.2762148,-1.4528704],[51.2744889,-1.4491635]]	
40012849	LONGPARISH ROAD		74565351	HAM-UN	[[51.1729294,-1.4261867],[51.1693133,-1.4389331]]	
40012854	STANBRIDGE LANE		74568292	HAM-UN	[[51.0092002,-1.5235257],[51.0064824,-1.509272]]	
40012879	HIGHWOOD LANE		74568287	HAM-UN	[[50.9940193,-1.4683099],[50.9853622,-1.4629954]]	
40012901	DANES ROAD		74568292	HAM-UN	[[51.015906,-1.5446688],[50.9976094,-1.5477694]]	
40012907	COMMON HILL ROAD		74567334	HAM-UN	[[51.0207889,-1.4661214],[51.0238058,-1.4592714]]	
40012915	NORTH LANE		74567339	HAM-UN	[[51.0886312,-1.6357635],[51.0704981,-1.6084811]]	
4001294	MATTISHALL ROAD		74569486	NFK-UB	[[52.6578566,1.0982418],[52.658975,1.0548392]]	
40012952	BUTTS GREEN		74566988	HAM-UN	[[51.0334272,-1.5718778],[51.0348296,-1.5693406]]	
40013048	KNAPP LANE		74565976	HAM-UN	[[51.0133117,-1.421062],[51.0085747,-1.425796]]	
40013095	THE GREEN		74565041	HAM-UN	[[51.1701222,-1.3689916],[51.1703137,-1.3697798]]	
40013181	THE GREEN		74563425	HAM-UN	[[51.1967517,-1.5692081],[51.1976806,-1.5650776]]	
40013225	OLD LONDON ROAD		74567663	HAM-UN	[[51.1136867,-1.487369],[51.1176722,-1.4842209]]	
40013263	SCHOOL LANE		74563740	HAM-UN	[[51.1361511,-1.5809202],[51.1359271,-1.5761485]]	
40013275	SCHOOL LANE		74568301	HAM-UN	[[51.0972591,-1.5685313],[51.0975448,-1.5631305]]	
4001335	NORWICH ROAD		74569494	NFK-UB	[[52.6798572,0.9476317],[52.6817615,0.9747053]]	
40013356	WHITENAP LANE		74568287	HAM-UN	[[50.9877442,-1.4766307],[50.983345,-1.4662809]]	
4001343	NORWICH ROAD		74573273	NFK-UB	[[52.6554787,0.9627152],[52.66209,0.9959089]]	
40013441	CHURCH LANE		74568287	HAM-UN	[[50.9911475,-1.5022387],[50.9897613,-1.5019401]]	
40013489	BAKERS DROVE		74565024	HAM-UN	[[50.9434325,-1.4596074],[50.9492949,-1.4517383]]	
40013508	BRANSLEY CLOSE		74568287	HAM-UN	[[50.9992899,-1.480505],[50.9991043,-1.4792245]]	
40013591	FLEMING AVENUE		74565972	HAM-UN	[[50.9769751,-1.438735],[50.9744744,-1.442326]]	
40013730	SCHOOL LANE		74566329	HAM-UN	[[51.2388612,-1.4566231],[51.2419629,-1.4545522]]	
40013732	NEWBURY HILL		74563424	HAM-UN	[[51.2346513,-1.504958],[51.2250894,-1.5281314]]	
40013771	SALISBURY ROAD		74568287	HAM-UN	[[50.9934607,-1.54003],[50.9833126,-1.5058983]]	
40013785	PARKHOUSE ROAD		74564418	HAM-UN	[[51.2093983,-1.6731912],[51.2041041,-1.6772364]]	
40013829	BOTLEY ROAD		74565972	HAM-UN	[[50.9848483,-1.4626879],[50.9725345,-1.4316672]]	
40013858	CHARLTON ROAD		74567982	HAM-UN	[[51.2183689,-1.4970963],[51.2112412,-1.4812719]]	
4001390	POUND GREEN LANE		74550196	NFK-UB	[[52.6306989,0.9000276],[52.6268289,0.8939047]]	
40013904	FLORAL WAY		74567982	HAM-UN	[[51.2016328,-1.5051399],[51.2025957,-1.4989747]]	
40013975	MERCER WAY		74568287	HAM-UN	[[50.9947423,-1.4892478],[50.9953523,-1.4848238]]	
40013996	NURSLING STREET		74566646	HAM-UN	[[50.945131,-1.4751315],[50.9455438,-1.4476545]]	
40014008	PILGRIMS CLOSE			HAM-UN	[[50.9778746,-1.4025434],[50.9778695,-1.4015463]]	
40014020	RIVER WAY		74567982	HAM-UN	[[51.2173307,-1.4756193],[51.2166376,-1.4615956]]	
40014024	ROMAN ROAD		74567663	HAM-UN	[[51.1151393,-1.5015065],[51.1140609,-1.5058895]]	
40014025	ROMAN WAY		74567982	HAM-UN	[[51.2266049,-1.4783782],[51.2232517,-1.4725448]]	
40014046	SMANNELL ROAD		74567982	HAM-UN	[[51.2211142,-1.4771514],[51.2230511,-1.4679647]]	
40014097	VIGO ROAD		74567982	HAM-UN	[[51.2097809,-1.4764209],[51.2135877,-1.463206]]	
40014107	WELLESLEY ROAD		74567982	HAM-UN	[[51.2000204,-1.4856918],[51.1981139,-1.4815625]]	
40014149	WEYHILL ROAD		74567982	HAM-UN	[[51.2110293,-1.515777],[51.2064976,-1.4863354]]	
40014280	ROMSEY ROAD			HAM-UN	[[51.0788983,-1.4864646],[51.0719761,-1.4951335]]	
4001429	ST WITHBURGA LANE		74569494	NFK-UB	[[52.6809152,0.9387065],[52.6789978,0.9387848]]	
40014297	HIGH STREET		74567667	HAM-UN	[[51.1771127,-1.6075432],[51.1759278,-1.6028327]]	
40014315	DOWN ROAD		74564072	HAM-UN	[[51.219977,-1.6018243],[51.2189833,-1.5978524]]	
4001437	SCHOOL LANE		74569494	NFK-UB	[[52.6629454,0.940236],[52.6630197,0.9470151]]	
40014429	LONGPARISH		74567982	HAM-UN	[[51.2025072,-1.3689654],[51.1915168,-1.3976358]]	
4001497	THE STREET		74573571	NFK-UB	[[52.673311,1.0760048],[52.6777686,1.0573644]]	
40015118	CRISWICK CLOSE		74566994	HAM-UN	[[51.1849818,-1.5297417],[51.1848589,-1.5304727]]	
40015166	BELLFLOWER WAY			HAM-UN	[[50.9902842,-1.4025265],[50.9903879,-1.4052323]]	
4001542	WENSUM ROAD		74573862	NFK-UB	[[52.7180341,1.0589809],[52.7191288,1.0601238]]	
4001546	WESTFIELD ROAD		74569494	NFK-UB	[[52.6590127,0.946139],[52.6687666,0.9448283]]	
40015795	WEST TYTHERLEY		74543263	HAM-UN	[[51.0675078,-1.6104252],[51.0706575,-1.6084576]]	
4001581	ABBEY ROAD		74544600	NFK-UB	[[52.484459,1.0412982],[52.4969292,1.0799994]]	
4001583	ADMIRALS WAY		74579670	NFK-UB	[[52.4209225,0.7609476],[52.423289,0.7670381]]	
40016132	BACK LANE			HAM-UN	[[51.2418302,-1.5598486],[51.2397633,-1.5554133]]	
40016167	VILLAGE STREET		74566990	HAM-UN	[[51.1824399,-1.4875617],[51.1783667,-1.4835297]]	
40016202	ROMSEY ROAD		74563411	HAM-UN	[[50.9745482,-1.5728616],[50.972833,-1.5589626]]	
40016380	HIGH STREET		74567513	HAM-UN	[[51.3075178,-1.5211159],[51.3046243,-1.504276]]	
4001639	CANTERBURY WAY		74579670	NFK-UB	[[52.4146854,0.7325562],[52.4186711,0.744878]]	
40016396	THE DRIVE		74563414	HAM-UN	[[51.0034798,-1.6016264],[50.999264,-1.6238654]]	
40016400	STOCKBRIDGE ROAD		74566992	HAM-UN	[[51.1769011,-1.5172783],[51.1364545,-1.5217163]]	
4001662	CHURCH ROAD		74545141	NFK-UB	[[52.394871,0.93877],[52.3956105,0.9469929]]	
4001681	CROWN STREET		74544067	NFK-UB	[[52.4527736,1.0399233],[52.4484276,1.035698]]	
4001684	CROXTON ROAD		74579670	NFK-UB	[[52.4161754,0.7481792],[52.4302926,0.7559427]]	
4001716	FAIRFIELDS		74579670	NFK-UB	[[52.4233937,0.7540855],[52.4207782,0.7551874]]	
4001735	GALLANTS LANE			NFK-UB	[[52.4379126,0.9347905],[52.4407502,0.9374955]]	
4001771	HARLING ROAD		74544340	NFK-UB	[[52.4596416,0.9761036],[52.4539341,0.9519451]]	
4001788	HILLARY ROAD		74579670	NFK-UB	[[52.4063255,0.7440528],[52.4080079,0.7444071]]	
4001853	MILL ROAD		74544067	NFK-UB	[[52.4527745,1.0399241],[52.4609693,1.0471877]]	
4001878	NORWICH ROAD		74579670	NFK-UB	[[52.4161754,0.7481792],[52.4243651,0.7706212]]	
4001916	QUEENSWAY		74579670	NFK-UB	[[52.4067484,0.7413293],[52.4060173,0.7460922]]	
4001951	ST MARTINS WAY		74579670	NFK-UB	[[52.410267,0.7295773],[52.4094349,0.7356138]]	
4001962	SCHOOL LANE		74545410	NFK-UB	[[52.4340037,0.9934746],[52.4332369,0.9939229]]	
4001977	STANIFORTH ROAD		74579670	NFK-UB	[[52.4060409,0.7396533],[52.4065412,0.7425075]]	
40020037	WEYHILL BOTTOM		74563427	HAM-UN	[[51.2277382,-1.549987],[51.2208996,-1.5487793]]	
4002007	THE STREET		74545140	NFK-UB	[[52.4111604,0.9920599],[52.4036313,0.993903]]	
40020090	EAST ANTON FARM ROAD		74567982	HAM-UN	[[51.2267033,-1.4643136],[51.2281426,-1.4730803]]	
40020097	PICKET TWENTY WAY		74567982	HAM-UN	[[51.2050716,-1.4495204],[51.210273,-1.4446481]]	
40020135	HALTERWORTH LANE		74568287	HAM-UN	[[50.9870809,-1.4711246],[50.9940279,-1.46821]]	
40020215	HATHERDEN LANE		74566166	HAM-UN	[[51.2319981,-1.5027092],[51.2643985,-1.5226685]]	
4002028	WATTON ROAD		74579903	NFK-UB	[[52.5053942,0.8718894],[52.4960069,0.8755357]]	
4002037	WILBY ROAD		74544340	NFK-UB	[[52.4681866,0.9785501],[52.4676999,0.9707277]]	
400342	HOWLING LANE		74557744	NBL	[[55.4102521,-1.7172301],[55.4149641,-1.7110207]]	
400694	GUILDEN ROAD		74557715	NBL	[[55.342154,-1.6134181],[55.3394807,-1.6119621]]	
400749	GRANGE ROAD		74557725	NBL	[[55.3717754,-1.6909648],[55.3691286,-1.6819923]]	
40100138	CHELTENHAM ROAD EAST		74576730	GLS-UG	[[51.900039,-2.162581],[51.8792922,-2.2004662]]	
40100149	HARDWICK BANK ROAD		74578637	GLS-UG	[[52.0098712,-2.1185406],[52.0051117,-2.1128174]]	
40100154	BACK LANE		74567933	GLS-UG	[[51.9522069,-1.9725314],[51.9558107,-1.966461]]	
40100156	GRETTON ROAD		74567935	GLS-UG	[[51.9732036,-1.9935691],[51.9708634,-1.9744563]]	
40100159	GRETTON ROAD		74579934	GLS-UG	[[51.964337,-2.0499409],[51.9682465,-2.0276745]]	
40100200	BADGEWORTH LANE		74576729	GLS-UG	[[51.8843662,-2.1425761],[51.8614539,-2.1217663]]	
40100226	STATION ROAD		74576730	GLS-UG	[[51.8835377,-2.1707011],[51.8761189,-2.171501]]	
40100231	WINSTON ROAD		74576730	GLS-UG	[[51.8799727,-2.179811],[51.8814951,-2.1778848]]	
40100239	MOORFIELD ROAD		74576718	GLS-UG	[[51.8479423,-2.1581682],[51.842962,-2.1508202]]	
40100261	MILL LANE		74576718	GLS-UG	[[51.8468646,-2.1430958],[51.8486815,-2.1567045]]	
40100336	BRENSHAM ROAD		74578639	GLS-UG	[[51.995829,-2.1338986],[51.9955515,-2.1329073]]	
40100338	CARRANT ROAD		74578640	GLS-UG	[[52.0010032,-2.1452613],[51.999269,-2.1515919]]	
40100442	TOBYFIELD ROAD			GLS-UG	[[51.9471241,-2.0588841],[51.9427751,-2.0535684]]	
40100457	GREET ROAD		74567933	GLS-UG	[[51.967795,-1.96456],[51.9558107,-1.966461]]	
40100649	TEWKESBURY ROAD		74577910	GLS-UG	[[51.8955888,-2.2276856],[51.9029131,-2.2151063]]	
40100761	ROOKERY ROAD		74577902	GLS-UG	[[51.8886117,-2.2081651],[51.8866506,-2.2137791]]	
40100768	DIDBROOK ROAD		74568260	GLS-UG	[[51.9801284,-1.9227349],[51.9830031,-1.9335632]]	
40100838	SCHOOL ROAD		74563386	GLS-UG	[[51.9981803,-1.999261],[51.99836,-1.9971635]]	
40100883	300086 GLOUCESTER ROAD TO STOKE ROAD TREDINGTON		74578287	GLS-UG	[[51.9521445,-2.1235251],[51.9665878,-2.1578571]]	
40100906	ASHCHURCH ROAD		74578750	GLS-UG	[[51.996846,-2.1248712],[51.9929685,-2.1499249]]	
40100951	ABBOTSWOOD ROAD		74576718	GLS-UG	[[51.8451296,-2.157055],[51.8401632,-2.1528429]]	
40100968	BROOKFIELD ROAD		74576730	GLS-UG	[[51.8759555,-2.1662709],[51.87946,-2.1544731]]	
40100986	WETHERLEIGH DRIVE		74575066	GLS-UG	[[51.8809487,-2.2902268],[51.8809164,-2.2923767]]	
40101069	CHANCE STREET		74578750	GLS-UG	[[51.9930002,-2.1532311],[51.9952224,-2.1521608]]	
40101072	YORK ROAD		74578750	GLS-UG	[[51.9852399,-2.1541511],[51.9810718,-2.1513413]]	
40101151	THE VILLAGE		74579111	GLS-UG	[[51.9303116,-2.2742413],[51.9278387,-2.274459]]	
40101257	SCHOOL ROAD		74578996	GLS-UG	[[51.9519539,-2.2024476],[51.9452332,-2.2100846]]	
40101265	LUKE LANE		74577902	GLS-UG	[[51.884316,-2.2017525],[51.8857582,-2.1996667]]	
40101325	COLUMBINE ROAD		74578634	GLS-UG	[[51.9808135,-2.1421531],[51.9797173,-2.1415818]]	
40102267	MAIN ROAD		74577708	GLS-UG	[[51.8657025,-2.2998445],[51.8468916,-2.3522418]]	
401130	EDWIN STREET		74557714	NBL	[[55.3314908,-1.5867571],[55.3304912,-1.5861212]]	
40150290	HIGH STREET		74578877	GLS-UG	[[52.0306603,-2.1526275],[52.0291005,-2.1467796]]	
40150400	NEWTOWN		74563383	GLS-UG	[[51.9904553,-1.9494116],[51.9905362,-1.949426]]	
401641	CHURCH LANE		74557735	NBL	[[55.3148004,-1.951045],[55.3146471,-1.9496429]]	
40200059	HUGO DRIVE		74300116	SWD	[[51.5990532,-1.7946674],[51.5996274,-1.7939863]]	
40200077	ELSTREE WAY		74300116	SWD	[[51.6009432,-1.7957603],[51.5941492,-1.7977213]]	
40200137	PEPPERBOX HILL		74566189	SWD	[[51.5777619,-1.8347238],[51.5777593,-1.8328766]]	
40200161	RIDGE GREEN		74566536	SWD	[[51.5661901,-1.8286055],[51.5646456,-1.8300108]]	
40200167	PASTURE CLOSE		74566189	SWD	[[51.5659775,-1.8075135],[51.5647205,-1.8086009]]	
40200171	CRICKLADE ROAD		74566189	SWD	[[51.5693381,-1.7758863],[51.6019945,-1.7809907]]	
40200184	LIDEN DRIVE		74566189	SWD	[[51.5545419,-1.7268177],[51.5483415,-1.7363011]]	
40200197	OCOTAL WAY		74566189	SWD	[[51.568312,-1.7753287],[51.5642495,-1.7624944]]	
40200219	NORTH STAR AVENUE		74566189	SWD	[[51.5658818,-1.7884841],[51.5710518,-1.7884167]]	
40200248	SOUTHBROOK STREET		74566189	SWD	[[51.5709455,-1.7893118],[51.5759903,-1.7896635]]	
40200270	WHARF ROAD		74568172	SWD	[[51.5378697,-1.8433619],[51.522886,-1.7944069]]	
40200292	EASTROP		74567847	SWD	[[51.6303929,-1.7076239],[51.6372059,-1.6724816]]	
40200293	SHRIVENHAM ROAD		74567847	SWD	[[51.6182629,-1.6899215],[51.62855,-1.7114353]]	
40200301	BEECHCROFT ROAD		74566189	SWD	[[51.5921123,-1.761656],[51.5852067,-1.7752306]]	
40200306	AKERS WAY		74564911	SWD	[[51.5842659,-1.8186359],[51.5788112,-1.7985258]]	
40200308	WELCOMBE AVENUE		74566189	SWD	[[51.5619649,-1.7449931],[51.5561937,-1.7540551]]	
40200322	GRANGE DRIVE		74568173	SWD	[[51.5749576,-1.7534052],[51.580692,-1.7440368]]	
40200332	HOCKER BENCH		74568484	SWD	[[51.5509844,-1.6482249],[51.5512339,-1.6462738]]	
40200344	STOKESAY DRIVE		74566189	SWD	[[51.5525134,-1.8220804],[51.5549135,-1.8277107]]	
40200351	HYDE ROAD		74568174	SWD	[[51.5903171,-1.7587929],[51.5986151,-1.7716849]]	
40200957	REDHOUSE WAY		74566189	SWD	[[51.6002818,-1.8143124],[51.6025929,-1.826215]]	
40201009	NEW COLLEGE DRIVE		74566189	SWD	[[51.556605,-1.757094],[51.5566524,-1.7589738]]	
40201121	CHARTWELL ROAD		74566189	SWD	[[51.6019051,-1.8062055],[51.6033288,-1.8026474]]	
40201161	PIONEER ROAD		74566189	SWD	[[51.601883,-1.8327008],[51.6018748,-1.8270697]]	
40201284	AIKEN ROAD		74566189	SWD	[[51.5939968,-1.8260315],[51.5943702,-1.8231861]]	
40201356	TORUN WAY		74566189	SWD	[[51.6001071,-1.8142254],[51.5945656,-1.8175427]]	
40201632	STALDON ROAD		74566189	SWD	[[51.5431432,-1.7923632],[51.5421266,-1.7902624]]	
402514	ACKLINGTON ROAD		74557714	NBL	[[55.3261171,-1.5974668],[55.3302217,-1.5888036]]	
40300107	BEACON ROAD		74568438	KEN-UN	[[51.3675981,1.4231254],[51.375042,1.4290993]]	
40300164	BROADSTAIRS ROAD		74568438	KEN-UN	[[51.3629944,1.4159856],[51.3608402,1.4296614]]	
40300165	BROCKENHURST ROAD		74567059	KEN-UN	[[51.3387314,1.4296183],[51.3378996,1.4309923]]	
40300193	CANNON ROAD		74567059	KEN-UN	[[51.3347786,1.4131398],[51.336312,1.4151492]]	
40300196	CANTERBURY ROAD		74565130	KEN-UN	[[51.378137,1.3242632],[51.3739033,1.3076444]]	
40300220	CAXTON ROAD		74568439	KEN-UN	[[51.3780767,1.3591567],[51.3757228,1.3647045]]	
40300249	CHATHAM STREET		74567059	KEN-UN	[[51.3358173,1.4160745],[51.33828,1.4149078]]	
40300260	CHILTON LANE		74567059	KEN-UN	[[51.3311359,1.3917768],[51.3335285,1.3942653]]	
40300280	CLARENDON GARDENS		74567059	KEN-UN	[[51.3333703,1.4145428],[51.3338197,1.4154808]]	
40300283	CLARENDON ROAD		74568439	KEN-UN	[[51.3882089,1.3930368],[51.3879859,1.3963843]]	
40300312	COLLEGE ROAD		74568439	KEN-UN	[[51.3773946,1.3791139],[51.3808605,1.3989037]]	
40300322	CONVENT ROAD		74568438	KEN-UN	[[51.375042,1.4290993],[51.3827999,1.4421427]]	
40300384	DANE PARK ROAD		74567059	KEN-UN	[[51.3409292,1.4199877],[51.3391561,1.424638]]	
40300420	DOWN BARTON ROAD		74565128	KEN-UN	[[51.3499982,1.2383531],[51.354174,1.25093]]	
40300427	DUMPTON LANE		74567059	KEN-UN	[[51.3438532,1.4196598],[51.3473796,1.4218041]]	
40300428	DUMPTON PARK DRIVE		74568438	KEN-UN	[[51.3442351,1.4308912],[51.3547984,1.4409039]]	
40300453	EDGE END ROAD		74568438	KEN-UN	[[51.3580905,1.428953],[51.3608296,1.4297181]]	
40300479	ENTERPRISE ROAD		74568439	KEN-UN	[[51.3668883,1.3878526],[51.3671916,1.3938384]]	
40300551	GEORGE V AVENUE		74568439	KEN-UN	[[51.3809577,1.3590659],[51.380732,1.3691112]]	
40300572	GRANGE ROAD		74568438	KEN-UN	[[51.3703697,1.4255453],[51.3691955,1.4318524]]	
40300660	HIGH STREET		74567059	KEN-UN	[[51.3350605,1.3991316],[51.3381109,1.4055899]]	
40300664	HIGHFIELD ROAD		74567059	KEN-UN	[[51.3512501,1.4013646],[51.3552643,1.399737]]	
40300789	LONDON ROAD		74567059	KEN-UN	[[51.3335651,1.3945551],[51.3284996,1.4091414]]	
40300852	MELBOURNE AVENUE		74567059	KEN-UN	[[51.3426095,1.3925523],[51.348758,1.3954917]]	
40300883	MOLINEUX ROAD		74567066	KEN-UN	[[51.3332101,1.3102125],[51.3326653,1.314524]]	
40300906	NASH ROAD		74568439	KEN-UN	[[51.3773288,1.3792096],[51.3608337,1.3928652]]	
40300921	NEWINGTON ROAD		74567059	KEN-UN	[[51.3374973,1.4022559],[51.3524479,1.4022434]]	
40300939	NORTHDOWN PARK ROAD		74568439	KEN-UN	[[51.3842127,1.3962198],[51.3803683,1.4201402]]	
40300943	NORTHUMBERLAND AVENUE		74568439	KEN-UN	[[51.3829802,1.4061333],[51.3911193,1.4105192]]	
40300979	PALM BAY AVENUE		74568439	KEN-UN	[[51.3907129,1.4056296],[51.3902171,1.4207888]]	
